bioId,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate,avg_weight
pascafl01w,C,0,0,76.0,187,,,1982-01-19,0000-00-00,196.98
paschti01w,F,0,0,73.0,165,Florida State,,1969-03-22,0000-00-00,174.02
pavlimi01w,F-C,0,0,75.0,175,Denver,,1977-11-27,0000-00-00,184.8
payeka01w,G,0,0,68.0,150,Stanford,,1974-03-06,0000-00-00,148.05
pederka01w,F,0,0,76.0,190,Stanford,,1989-04-04,0000-00-00,174.02
penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,0000-00-00,148.05
pennjo01w,F,0,0,72.0,160,South Carolina,,1979-09-10,0000-00-00,174.02
perazja01w,G-F,0,0,72.0,170,Maryland,,1960-12-06,0000-00-00,163.76
perkiji01w,G,0,0,68.0,155,Texas Tech,,1982-02-23,0000-00-00,148.05
perpeer01w,F-G,0,0,75.0,181,The Master's College,,1979-06-05,0000-00-00,159.91
perroki01w,G,0,0,65.0,130,SW Louisiana,,1967-01-18,1999-08-19,148.05
peterde01w,F,0,0,74.0,170,Notre Dame,,1989-10-08,0000-00-00,174.02
petroso01w,F,0,0,73.0,174.02,none,,1989-02-18,0000-00-00,174.02
pettibr01w,G,0,0,69.0,150,Florida,,1971-01-01,0000-00-00,148.05
philler01w,G,0,0,67.0,162,,,1985-05-19,0000-00-00,148.05
phillpo01w,F,0,0,74.0,173,Georgia,,1988-01-13,0000-00-00,174.02
phillta01w,F-C,0,0,74.0,200,Central Florida,,1969-03-06,0000-00-00,184.8
phillta02w,C,0,0,78.0,198,Xavier,,1989-01-24,0000-00-00,196.98
pierspl01w,F-C,0,0,74.0,181,Texas Tech,,1981-08-30,0000-00-00,184.8
plowdvi01w,F,0,0,72.0,174.02,Miami (FL),,1971-07-22,0000-00-00,174.02
pohleje01w,G,0,0,72.0,179,Stanford,,1989-05-02,0000-00-00,148.05
pollica01w,F,0,0,77.0,165,Texas,,1966-03-16,0000-00-00,174.02
pondeca01w,G,0,0,69.0,160,Rutgers,,1983-01-07,0000-00-00,148.05
potthan01w,F,0,0,73.0,191,Penn State,,1974-06-12,0000-00-00,174.02
powelel01w,G,0,0,68.0,150,Louisiana State,,1975-08-09,0000-00-00,148.05
powelni01w,F,0,0,74.0,175,Stanford,,1982-06-22,0000-00-00,174.02
prahasa01w,G,0,0,67.0,129,Ohio State,,1990-01-23,0000-00-00,148.05
pricear01w,G-F,0,0,69.0,133,Mississippi,,1985-04-03,0000-00-00,163.76
pricefr01w,G,0,0,69.0,178,Iowa,,1968-04-28,0000-00-00,148.05
priceka01w,G,0,0,70.0,148,Stephen F. Austin,,1975-12-03,1999-01-18,148.05
pridely01w,F-G,0,0,74.0,180,Kansas,,1978-10-16,0000-00-00,159.91
princep01w,G,0,0,69.0,167,Rutgers,,1988-01-11,0000-00-00,148.05
pringla01w,F-C,0,0,75.0,162,North Carolina,,1986-09-11,0000-00-00,184.8
queenbr01w,F,0,0,74.0,185,Boston College,,1984-04-10,0000-00-00,174.02
quiglal01w,G,0,0,70.0,140,DePaul,,1986-06-20,0000-00-00,148.05
quinnno01w,G,0,0,72.0,175,UCLA,,1985-01-03,0000-00-00,148.05
quinnte01w,F,0,0,76.0,165,Seton Hall,,1974-09-07,0000-00-00,174.02
radunha01w,C,0,0,75.0,187,,,1978-01-10,0000-00-00,196.98
raglafe01w,G,0,0,67.0,133,Oregon State,,1980-02-03,0000-00-00,148.05
randase01w,G,0,0,69.0,164,Tennessee,,1979-02-07,0000-00-00,148.05
rasmukr01w,F,0,0,76.0,174,Michigan State,,1978-11-01,0000-00-00,174.02
ravenbr01w,G,0,0,72.0,162,Texas,,1988-08-01,0000-00-00,148.05
raymost01w,G,0,0,65.0,139,Northern Illinois,,1985-01-15,0000-00-00,148.05
raymota01w,F,0,0,74.0,195,Connecticut,,1980-04-12,0000-00-00,174.02
reddja01w,F,0,0,73.0,164,Washington,,1977-11-05,0000-00-00,174.02
redmoka01w,G-F,0,0,73.0,163.76,Gonzaga,Washington,1988-10-11,0000-00-00,163.76
reedbr01w,F,0,0,73.0,168,Southern Mississippi,,1977-02-17,0000-00-00,174.02
reedch01w,F,0,0,73.0,165,Arkansas-Little Rock,,1989-03-28,0000-00-00,174.02
reedmi01w,G,0,0,71.0,165,Western Kentucky,,1973-05-24,0000-00-00,148.05
reidtr01w,F,0,0,71.0,150,North Carolina,,1976-11-01,0000-00-00,174.02
reissta01w,G,0,0,66.0,129,Virginia,,1970-04-02,0000-00-00,148.05
resska01w,F,0,0,76.0,194,Boston College,,1985-06-26,0000-00-00,174.02
reynoch01w,F,0,0,74.0,180,Houston,,1972-02-08,0000-00-00,174.02
rileyan01w,G,0,0,65.0,136,Oklahoma State,,1988-07-22,0000-00-00,148.05
rileyru01w,C,0,0,77.0,198,Notre Dame,,1979-08-28,0000-00-00,196.98
rizzoje01w,G,0,0,66.0,146,Connecticut,,1974-05-15,0000-00-00,148.05
roberav01w,G,0,0,69.0,145,Ohio State,,1970-01-29,0000-00-00,148.05
roberny01w,C,0,0,75.0,209,Old Dominion,,1976-03-10,0000-00-00,196.98
robinas01w,C,0,0,76.0,180,Tennessee,,1982-08-12,0000-00-00,196.98
robincr01w,F-G,0,0,71.0,155,SE Oklahoma State,,1974-01-22,0000-00-00,159.91
robinda01w,G,0,0,69.0,125,Oklahoma,,1989-05-10,0000-00-00,148.05
robinre01w,G,0,0,71.0,166,Virginia,,1978-06-15,0000-00-00,148.05
robinsc01w,G,0,0,71.0,155,Louisiana State,,1983-01-09,0000-00-00,148.05
rolanja01w,G-F,0,0,73.0,167,Purdue,,1975-02-03,0000-00-00,163.76
rossad01w,G,0,0,68.0,142,Texas Christian,,1984-11-23,0000-00-00,148.05
rouilni01w,G,0,0,67.0,130,Loyola Marymount,,1970-01-23,0000-00-00,148.05
roundsa01w,G,0,0,67.0,145,Georgia,,1976-10-04,0000-00-00,148.05
ruffje01w,G-F,0,0,71.0,140,Washington State,,1974-09-12,0000-00-00,163.76
rushle01w,F,0,0,73.0,175,Oklahoma,,1984-10-25,0000-00-00,174.02
ryankr01w,F,0,0,71.0,150,Sacramento State,,1972-11-19,0000-00-00,174.02
rycraeu01w,C,0,0,75.0,175,Cal State Fullerton,,1968-12-06,0000-00-00,196.98
salesny01w,G-F,0,0,72.0,184,Connecticut,,1976-05-10,0000-00-00,163.76
sampsch01w,G,0,0,71.0,175,Kansas,,1974-09-01,0000-00-00,148.05
sampsto01w,G,0,0,70.0,148.05,North Carolina,,1972-03-02,0000-00-00,148.05
samsh01w,F-G,0,0,72.0,160,Vanderbilt,,1974-05-05,0000-00-00,159.91
sanchis01w,G,0,0,70.0,152,,,1976-11-28,0000-00-00,148.05
sandeam01w,G,0,0,71.0,156,Hawai'i,,1983-06-05,0000-00-00,148.05
sandish01w,G,0,0,72.0,145,,,1969-01-22,0000-00-00,148.05
sanfona01w,F-C,0,0,76.0,200,Kansas,,1976-05-10,0000-00-00,184.8
sanniol01w,C,0,0,74.0,196.98,West Virginia,,1986-08-21,0000-00-00,196.98
santoal01w,C,0,0,77.0,181,,,1973-12-02,0000-00-00,196.98
santoke01w,F,0,0,75.0,188,,,1979-11-10,0000-00-00,174.02
sarenra01w,C,0,0,78.0,222,,,1974-06-27,0000-00-00,196.98
sauerpa01w,C,0,0,76.0,203,Connecticut,,1977-12-08,0000-00-00,196.98
saundja01w,F,0,0,71.0,145,Texas A&M,,1979-08-21,0000-00-00,174.02
saureau01w,G,0,0,70.0,163,,,1976-10-31,0000-00-00,148.05
savasla01w,G,0,0,68.0,134,Washington,,1974-03-18,0000-00-00,148.05
schumke01w,C,0,0,77.0,183,Connecticut,,1977-10-14,0000-00-00,196.98
schwege01w,G-F,0,0,72.0,160,Duke,,1979-01-31,0000-00-00,163.76
scottol01w,C,0,0,74.0,175,Stanford,,1976-08-05,0000-00-00,196.98
scottra01w,F,0,0,75.0,169,Colorado,,1975-08-12,0000-00-00,174.02
shakiel01w,F-C,0,0,75.0,190,,,1970-06-02,0000-00-00,184.8
sharpkb01w,G,0,0,69.0,145,Cincinnati,,1981-04-18,0000-00-00,148.05
sheetsh01w,G,0,0,66.0,130,Colorado,,1975-08-15,0000-00-00,148.05
shegoch01w,C,0,0,77.0,196.98,North Carolina,,1990-02-22,0000-00-00,196.98
shielas01w,G,0,0,70.0,155,SW Tennessee CC,,1985-07-15,0000-00-00,148.05
shudlca01w,C,0,0,72.0,196.98,Minnesota,,1972-05-13,0000-00-00,196.98
shulead01w,G,0,0,66.0,153,Georgia,,1969-04-24,0000-00-00,148.05
simondy01w,G,0,0,65.0,137,Arizona State,,1989-09-29,0000-00-00,148.05
simpsda01w,F,0,0,75.0,160,Houston,,1969-04-11,0000-00-00,174.02
slaisma01w,G,0,0,68.0,173,Cincinnati,,1973-08-23,0000-00-00,148.05
slauggw01w,F,0,0,75.0,181,Tulane,,1980-07-01,0000-00-00,174.02
slavtge01w,G,0,0,73.0,160,Florida International,,1979-10-20,0000-00-00,148.05
smithai01w,F,0,0,74.0,173,Louisiana State,,1980-07-18,0000-00-00,174.02
smithbr01w,F-C,0,0,75.0,195,Stanford,,1984-04-30,0000-00-00,184.8
smithch01w,G,0,0,67.0,140,Arkansas,,1975-08-14,0000-00-00,148.05
smithch02w,F,0,0,70.0,145,Stanford,,1975-05-02,0000-00-00,174.02
smithch03w,G,0,0,72.0,148,North Carolina,,1973-08-23,0000-00-00,148.05
smithcr01w,G,0,0,66.0,121,Iowa,,1984-03-12,0000-00-00,148.05
smithje01w,C,0,0,75.0,198,Michigan,,1982-04-10,0000-00-00,196.98
smithka01w,G-F,0,0,71.0,174,Ohio State,,1974-06-04,0000-00-00,163.76
smithki01w,F,0,0,73.0,158,Utah,,1984-05-07,0000-00-00,174.02
smithla01w,G,0,0,67.0,150,Mississippi State,,1974-02-06,0000-00-00,148.05
smithta01w,F-C,0,0,76.0,160,Iowa,,1977-04-01,0000-00-00,184.8
smithty01w,F,0,0,72.0,174.02,Delaware,,1985-04-21,0000-00-00,174.02
smithwa01w,G,0,0,71.0,175,Duke,,1985-07-09,0000-00-00,148.05
snellbe01w,G,0,0,69.0,170,University of Sydney,,1981-10-01,0000-00-00,148.05
snowmi01w,C,0,0,77.0,158,Tennessee,,1980-03-20,0000-00-00,196.98
sobrale01w,F,0,0,73.0,183,,,1974-11-22,0000-00-00,174.02
sobrama01w,C,0,0,75.0,163,,,1964-03-23,0000-00-00,196.98
spencsi01w,G,0,0,75.0,183,Tennessee,,1985-03-07,0000-00-00,148.05
spornra01w,F,0,0,74.0,150,,,1968-05-26,0000-00-00,174.02
stafftr01w,F,0,0,73.0,180,California,,1970-11-11,0000-00-00,174.02
staleda01w,G,0,0,66.0,134,Virginia,,1970-05-04,0000-00-00,148.05
stansti01w,F-C,0,0,75.0,183,North Carolina State,,1983-01-16,0000-00-00,184.8
starbka01w,G,0,0,73.0,153,Stanford,,1975-07-30,0000-00-00,148.05
stedika01w,F-G,0,0,72.0,173,Stanford,,1967-12-11,0000-00-00,159.91
stepama01w,C,0,0,80.0,187,,,1979-02-23,0000-00-00,196.98
stephre01w,G,0,0,71.0,160,UCLA,,1969-12-28,0000-00-00,148.05
stephst01w,C,0,0,76.0,205,Texas,,1982-01-21,0000-00-00,196.98
sterkca01w,F,0,0,74.0,170,Central Michigan,,0000-00-00,0000-00-00,174.02
stevema01w,F-C,0,0,75.0,166,Auburn,,1982-02-04,0000-00-00,184.8
stileja01w,G,0,0,68.0,144,Missouri State,,1978-12-21,0000-00-00,148.05
stillva01w,F-C,0,0,73.0,151,Kentucky,,1961-05-14,0000-00-00,184.8
stinsan01w,G,0,0,70.0,158,North Carolina State,,1967-11-25,0000-00-00,148.05
stiresh01w,F,0,0,71.0,208,Kansas State,,1972-05-21,0000-00-00,174.02
stockta01w,F-C,0,0,74.0,165,Florida,,1979-01-29,0000-00-00,184.8
streiju01w,F,0,0,74.0,165,,,1972-05-14,0000-00-00,174.02
stricsh01w,G-F,0,0,74.0,178,Tennessee,,1990-07-30,0000-00-00,163.76
strotan01w,G-F,0,0,75.0,166,Connecticut,,1983-12-11,0000-00-00,163.76
suberto01w,G,0,0,67.0,137,Virginia,,1974-11-23,0000-00-00,148.05
summela01w,C,0,0,74.0,167,,,1983-12-13,0000-00-00,196.98
sun-mju01w,C,0,0,73.0,168,,,1974-10-12,0000-00-00,196.98
suttota01w,C,0,0,76.0,199,Rutgers,,1978-01-27,0000-00-00,196.98
swanike01w,G,0,0,67.0,144,Connecticut,,1986-08-10,0000-00-00,148.05
swoopsh01w,F-G,0,0,72.0,145,Texas Tech,,1971-03-25,0000-00-00,159.91
swordca01w,C,0,0,78.0,210,Boston College,,1989-07-19,0000-00-00,196.98
sykesap01w,G-F,0,0,72.0,163.76,Rutgers,,1990-07-30,0000-00-00,163.76
tatede01w,G,0,0,68.0,150,Maryland,,1966-05-13,0000-00-00,148.05
tateso01w,G,0,0,66.0,157,Arkansas State,,1971-09-07,0000-00-00,148.05
tauradi01w,F-G,0,0,72.0,172,Connecticut,,1982-06-11,0000-00-00,159.91
tayloli01w,C,0,0,80.0,200,UC Santa Barbara,,1981-05-20,0000-00-00,196.98
taylope01w,F,0,0,73.0,168,,,1981-05-24,0000-00-00,174.02
teaslni01w,G,0,0,72.0,169,North Carolina,,1979-03-22,0000-00-00,148.05
teilaza01w,C,0,0,79.0,170,Western Illinois,,1983-09-24,0000-00-00,196.98
terryka01w,C-F,0,0,75.0,183,Georgia Tech,,1983-10-21,0000-00-00,191.11
thirdtr01w,F,0,0,71.0,160,Washington,,1968-02-27,0000-00-00,174.02
thomaca01w,F,0,0,75.0,200,Vanderbilt,,1985-10-31,0000-00-00,174.02
thomach01w,C,0,0,75.0,185,Georgia,,1982-08-14,0000-00-00,196.98
thomaja01w,G,0,0,69.0,145,Duke,,1989-09-30,0000-00-00,148.05
thomakr01w,C,0,0,77.0,195,Duke,,1989-06-10,0000-00-00,196.98
thomala01w,F,0,0,74.0,165,Mississippi State,,1981-07-06,0000-00-00,174.02
thomast01w,F,0,0,70.0,154,Michigan,,1978-08-29,0000-00-00,174.02
thompal01w,F,0,0,73.0,180,Texas Tech,,1976-06-30,0000-00-00,174.02
thompam01w,F,0,0,73.0,170,Oklahoma,,1987-11-18,0000-00-00,174.02
thomppa01w,F,0,0,73.0,193,Tennessee,,1975-01-16,0000-00-00,174.02
thompti01w,F,0,0,74.0,178,USC,,1975-02-10,0000-00-00,174.02
thorbsh01w,G,0,0,69.0,149,Utah,,1982-08-07,0000-00-00,148.05
thorner01w,G,0,0,70.0,150,Brigham Young,,1981-05-19,0000-00-00,148.05
threaro01w,G,0,0,67.0,150,Wisconsin,,1970-07-01,0000-00-00,148.05
tilliic01w,C-F,0,0,77.0,165,Duke,,1981-12-06,0000-00-00,191.11
timmsmi01w,G,0,0,67.0,132,,,1965-06-28,0000-00-00,148.05
tolerpe01w,G,0,0,68.0,132,Long Beach State,,1966-03-24,0000-00-00,148.05
tolivkr01w,G,0,0,67.0,130,Maryland,,1987-01-27,0000-00-00,148.05
torniel01w,F,0,0,73.0,160,,,1965-05-27,0000-00-00,174.02
torrele01w,C,0,0,75.0,171,Florida State,,1978-04-06,0000-00-00,196.98
traviti01w,G-F,0,0,71.0,145,Flordia,,1978-03-20,0000-00-00,163.76
tremich01w,G,0,0,66.0,142,Auburn,,1969-10-20,0000-00-00,148.05
tricetr01w,F-C,0,0,74.0,180,North Carolina State,,1965-08-04,0000-00-00,184.8
tunsine01w,G-F,0,0,73.0,170,Iowa State,,1970-08-22,0000-00-00,163.76
turneba01w,G-F,0,0,72.0,172,Connecticut,,1984-06-08,0000-00-00,163.76
tutermo01w,G,0,0,72.0,155,Arizona State,,1975-08-25,0000-00-00,148.05
tuvicsl01w,C,0,0,76.0,194,,,1977-09-19,0000-00-00,196.98
tzekopo01w,C,0,0,76.0,189,,,1968-04-30,0000-00-00,196.98
udokamf01w,F,0,0,72.0,187,DePaul,,1976-06-16,0000-00-00,174.02
ujhelpe01w,F-C,0,0,76.0,200,South Carolina,,1980-12-17,0000-00-00,184.8
umoh-it01w,G,0,0,67.0,140,Clemson,,1977-02-21,0000-00-00,148.05
valdeam01w,F,0,0,73.0,160,,,1976-08-18,0000-00-00,174.02
vandeco01w,G,0,0,68.0,130,Gonzaga,,1989-02-08,0000-00-00,148.05
vanemal01w,F,0,0,75.0,175,UCLA,,1968-04-14,0000-00-00,174.02
vangomi01w,C,0,0,78.0,187,Duke,,1977-05-10,0000-00-00,196.98
vaughki01w,C,0,0,76.0,208,Rutgers,,1987-01-24,0000-00-00,196.98
vaughkr01w,F,0,0,73.0,160,Virginia Commonwealth,,1986-09-08,0000-00-00,174.02
vealkr01w,G,0,0,70.0,150,,,1981-07-24,0000-00-00,148.05
veselja01w,F,0,0,75.0,195,none,,1983-12-31,0000-00-00,174.02
vidicbo01w,G,0,0,69.0,133,Oregon State,,1973-01-07,0000-00-00,148.05
viglida01w,G,0,0,70.0,157,Texas,,1975-03-07,0000-00-00,148.05
vilipda01w,F-C,0,0,76.0,207,,,1975-03-30,0000-00-00,184.8
vodicka01w,F-C,0,0,76.0,190,,,1972-12-19,0000-00-00,184.8
vodopna01w,F,0,0,75.0,181,,,1981-04-06,0000-00-00,174.02
voigtka01w,G,0,0,73.0,162,Wisconsin,,1975-04-07,0000-00-00,148.05
vukadmi01w,G,0,0,73.0,150,California,,1968-11-18,0000-00-00,148.05
walkeas01w,F-C,0,0,73.0,200,California,,1987-02-24,0000-00-00,184.8
walkeay01w,F,0,0,75.0,142,Louisiana Tech,,1979-09-10,0000-00-00,174.02
walkede01w,F,0,0,75.0,168,Virginia,,1977-11-28,0000-00-00,174.02
walkema01w,C,0,0,75.0,253,Pittsburgh,,1986-10-17,0000-00-00,196.98
walsema01w,F,0,0,74.0,184,Penn State,,1978-10-28,0000-00-00,174.02
wardvo01w,C,0,0,78.0,170,Tennessee,,1973-03-16,0000-00-00,196.98
warleav01w,C,0,0,75.0,196.98,Liberty,,1987-05-17,0000-00-00,196.98
washico01w,G,0,0,66.0,138,Notre Dame,,1971-01-17,0000-00-00,148.05
washito01w,F,0,0,71.0,160,Florida,,1977-12-30,0000-00-00,174.02
wautean01w,C,0,0,76.0,193,,,1980-10-12,0000-00-00,196.98
weathte01w,G,0,0,68.0,161,Louisiana Tech,,1965-12-08,0000-00-00,148.05
webbum01w,G-F,0,0,70.0,162,North Carolina State,,1975-06-26,0000-00-00,163.76
weberma01w,C,0,0,77.0,200,Iona,,1982-06-01,0000-00-00,196.98
weckeke01w,F,0,0,73.0,172,Kansas State,,1982-12-16,0000-00-00,174.02
whaleli01w,G,0,0,68.0,150,Minnesota,,1982-05-09,0000-00-00,148.05
whitede01w,F,0,0,71.0,180,Louisiana State,,1980-04-03,0000-00-00,174.02
whiteer01w,G,0,0,63.0,135,Louisiana State,,1986-08-26,0000-00-00,148.05
whiteta01w,G,0,0,67.0,154,Mississippi State,,1982-09-27,0000-00-00,148.05
whitiva01w,C-F,0,0,74.0,199,Stanford,,1972-04-09,0000-00-00,191.11
whitmta01w,F,0,0,74.0,190,Memphis,,1977-06-05,0000-00-00,174.02
whittje01w,C,0,0,77.0,176,,,1973-09-05,0000-00-00,196.98
whittkh01w,F,0,0,73.0,185,North Carolina State,,1986-08-05,0000-00-00,174.02
wickssu01w,F,0,0,75.0,191,Rutgers,,1966-11-26,0000-00-00,174.02
widemja01w,G,0,0,66.0,135,Stanford,,1975-10-16,0000-00-00,148.05
wiggica01w,G,0,0,71.0,154,Stanford,,1987-02-14,0000-00-00,148.05
wilkeda01w,G,0,0,65.0,121,Long Beach State,,1969-02-27,0000-00-00,148.05
wilkibr01w,C,0,0,75.0,185,Iowa State,,1983-06-15,0000-00-00,196.98
williad01w,F-C,0,0,77.0,170,USC,,1977-02-15,0000-00-00,184.8
willian01w,G,0,0,72.0,149,Illinois,,1983-07-21,0000-00-00,148.05
willibe01w,G,0,0,69.0,145,Texas,,1965-11-09,0000-00-00,148.05
willide01w,G,0,0,68.0,160,Louisiana Tech,,1972-09-23,0000-00-00,148.05
williki01w,G,0,0,66.0,136,DePaul,Westark CC,1974-10-14,0000-00-00,148.05
willile01w,F,0,0,72.0,200,Auburn,,1981-02-10,0000-00-00,174.02
willile02w,G-F,0,0,71.0,155,DePaul,,1979-07-04,0000-00-00,163.76
willili01w,G,0,0,71.0,170,UCLA,,1984-06-13,0000-00-00,148.05
willina01w,F-C,0,0,74.0,210,UCLA,,1970-11-30,0000-00-00,184.8
williri01w,G,0,0,66.0,135,Connecticut,,1976-01-14,0000-00-00,148.05
williri02w,G,0,0,67.0,165,Miami,,1990-05-28,0000-00-00,148.05
willisa01w,G-F,0,0,72.0,163.76,Auburn,,1973-09-24,0000-00-00,163.76
willish01w,G,0,0,66.0,135,Oregon,,1980-04-14,0000-00-00,148.05
willita01w,G,0,0,71.0,170,Auburn,,1974-07-23,0000-00-00,148.05
willito01w,G,0,0,68.0,138,Texas A&M,,1982-01-11,0000-00-00,148.05
williwe01w,G,0,0,67.0,141,Arkansas,,1978-11-18,0000-00-00,148.05
wilsoam01w,F,0,0,71.0,176,Louisiana Tech,,1977-02-06,0000-00-00,174.02
wirthch01w,F,0,0,73.0,185,Vanderbilt,,1987-04-18,0000-00-00,174.02
wisdoli01w,F,0,0,74.0,186,Purdue,,1986-05-26,0000-00-00,174.02
witheso01w,G,0,0,70.0,145,Florida,,1969-07-06,0000-00-00,148.05
wojtaju01w,G-F,0,0,72.0,175,Wisconsin-Green Bay,,1989-04-09,0000-00-00,163.76
wolteka01w,C,0,0,79.0,227,Connecticut,,1975-08-15,0000-00-00,196.98
wolvean01w,F-C,0,0,75.0,205,Oregon,,1978-12-08,0000-00-00,184.8
woodaly01w,G,0,0,72.0,160,Kansas,,1959-08-12,0000-00-00,148.05
woodki01w,C,0,0,76.0,196.98,Wisconsin-Green Bay,,1972-09-16,0000-00-00,196.98
wooslti01w,G,0,0,67.0,132,Tennessee,,1973-04-04,0000-00-00,148.05
wrighfa01w,G,0,0,66.0,130,San Diego State,,1973-01-28,0000-00-00,148.05
wrighmo01w,G,0,0,71.0,178,Virginia,,1988-07-15,0000-00-00,148.05
wrighsh01w,F,0,0,70.0,155,Purdue,,1981-09-21,0000-00-00,174.02
wrighta01w,G,0,0,71.0,165,Penn State,,1983-11-20,0000-00-00,148.05
wyckobr01w,F,0,0,73.0,183,Florida State,,1980-03-30,0000-00-00,174.02
wynneda01w,F,0,0,74.0,175,Seton Hall,,1975-02-02,0000-00-00,174.02
yamasli01w,G,0,0,73.0,190,Stanford,,1980-06-02,0000-00-00,148.05
yasenco01w,G,0,0,72.0,160,Purdue,,1973-12-05,2001-05-12,148.05
yilmane01w,F-C,0,0,76.0,193,,,1980-06-06,0000-00-00,184.8
youngca01w,G,0,0,69.0,175,Auburn,,1969-07-28,0000-00-00,148.05
youngso01w,F,0,0,73.0,165,Baylor,,1983-12-15,0000-00-00,174.02
youngta01w,F,0,0,74.0,166,James Madison,,1986-10-30,0000-00-00,174.02
zakalok01w,C,0,0,78.0,174,,,1977-12-18,0000-00-00,196.98
zarafr01w,G,0,0,70.0,146,,,1976-12-08,0000-00-00,148.05
zellosh01w,G,0,0,70.0,155,Pittsburgh,,1986-08-28,0000-00-00,148.05
zhengha01w,C,0,0,80.0,254,,,1967-03-07,0000-00-00,196.98
zirkozu01w,G,0,0,69.0,145,,,1980-06-06,0000-00-00,148.05
zollsh01w,G,0,0,67.0,148,Virginia,,1986-07-11,0000-00-00,148.05
